Ticker;Name;Market Cap;12M IVOL 100% Mny;R&D/Net Sales:Q;;;;
GKOS US Equity;GLAUKOS CORP;1150736640;72.07781219;26.39550972;;;;
SCMP US Equity;SUCAMPO PHARMACEUTICALS-CL A;621092096;74.93062592;17.23774529;;;;
SPNC US Equity;SPECTRANETICS CORP;1058474432;56.57287598;24.52061844;;;;
DXCM US Equity;DEXCOM INC;5046093312;44.65887451;29.54239655;;;;
JNJ US Equity;JOHNSON & JOHNSON;3.13432E+11;17.21437454;12.22222233;;;;
PGNX US Equity;PROGENICS PHARMACEUTICALS;605244480;62.97912598;18.24883842;;;;
PCRX US Equity;PACIRA PHARMACEUTICALS INC;1208093696;69.46530914;14.26962185;;;;
ALXN US Equity;ALEXION PHARMACEUTICALS INC;27436742656;42.80218887;24.4882412;;;;
NTRA US Equity;NATERA INC;613400384;53.07662582;21.0525341;;;;
EXAS US Equity;EXACT SCIENCES CORP;1448361344;39.00012589;27.12075424;;;;
SUPN US Equity;SUPERNUS PHARMACEUTICALS INC;1250088960;48.91899872;22.03248596;;;;
ATRC US Equity;ATRICURE INC;650506112;47.73187637;21.57276917;;;;
BMY US Equity;BRISTOL-MYERS SQUIBB CO;97666678784;26.60668755;23.12068367;;;;
AZN LN Equity;ASTRAZENECA PLC;69300707328;28.9829998;24.60080719;;;;
TDOC US Equity;TELADOC INC;759535872;53.69762421;18.11865044;;;;
LGND US Equity;LIGAND PHARMACEUTICALS;2123668224;35.61000061;27.28155708;;;;
LCI US Equity;LANNETT CO INC;819384256;73.76999664;7.657265186;;;;
EBS US Equity;EMERGENT BIOSOLUTIONS INC;1329955200;51.40750122;19.02402878;;;;
NOVN VX Equity;NOVARTIS AG-REG;1.91378E+11;17.7693119;18.0212307;;;;
AMPH US Equity;AMPHASTAR PHARMACEUTICALS IN;847758336;58.25550079;15.13943577;;;;
GHDX US Equity;GENOMIC HEALTH INC;983955456;50.33737564;18.36781883;;;;
MRK US Equity;MERCK & CO. INC.;1.62313E+11;24.36362457;15.79347038;;;;
PFE US Equity;PFIZER INC;1.971E+11;20.55668831;14.4193182;;;;
LLY US Equity;ELI LILLY & CO;81195393024;23.80337524;23.81493568;;;;
ILMN US Equity;ILLUMINA INC;18809075712;40.62187576;20.73940277;;;;
LMNX US Equity;LUMINEX CORP;881715584;49.19987488;17.91887283;;;;
BIIB US Equity;BIOGEN INC;61699768320;36.60112381;17.89701653;;;;
GEN US Equity;GENESIS HEALTHCARE INC;656759936;81.65562439;0;;;;
AGN US Equity;ALLERGAN PLC;70265176064;32.83862686;17.19397163;;;;
LUN DC Equity;H LUNDBECK A/S;8053810176;35.56968689;21.55521774;;;;
ATLN SW Equity;ACTELION LTD-REG;23359610880;35.54949951;20.04425621;;;;
AMAG US Equity;AMAG PHARMACEUTICALS INC;1190499072;55.13037491;11.90413284;;;;
AMGN US Equity;AMGEN INC;1.08769E+11;24.35212517;17.03665543;;;;
NVRO US Equity;NEVRO CORP;2090085504;51.99581146;13.00515366;;;;
ABBV US Equity;ABBVIE INC;1.01764E+11;25.26612473;17.19527435;;;;
ENDP US Equity;ENDO INTERNATIONAL PLC;3670780672;65.86730957;5.075564861;;;;
GILD US Equity;GILEAD SCIENCES INC;94343028736;28.91481209;15.21333313;;;;
IPXL US Equity;IMPAX LABORATORIES INC;978896960;58.47862625;8.825890541;;;;
CYH US Equity;COMMUNITY HEALTH SYSTEMS INC;635539136;75.59281158;0;;;;
DEPO US Equity;DEPOMED INC;1109683584;56.96162415;9.420578003;;;;
ABMD US Equity;ABIOMED INC;4888170496;39.95137405;17.53387451;;;;
PODD US Equity;INSULET CORP;2163814400;46.34487534;14.47649956;;;;
VNDA US Equity;VANDA PHARMACEUTICALS INC;700949568;36.72862625;18.95431519;;;;
QDEL US Equity;QUIDEL CORP;699225024;38.39887619;17.83709335;;;;
MDXG US Equity;MIMEDX GROUP INC;970298944;63.57500076;4.530569077;;;;
CSII US Equity;CARDIOVASCULAR SYSTEMS INC;800461056;50.7483139;10.71285057;;;;
HZNP US Equity;HORIZON PHARMA PLC;2609145088;57.53718567;6.139854908;;;;
OPK US Equity;OPKO HEALTH INC;5185064960;53.01631165;8.195011139;;;;
MNK US Equity;MALLINCKRODT PLC;5273856512;53.78412628;7.653291225;;;;
EW US Equity;EDWARDS LIFESCIENCES CORP;20034365440;35.31387329;15.29618645;;;;
JAZZ US Equity;JAZZ PHARMACEUTICALS PLC;6530061312;41.02987671;12.77349663;;;;
SAN FP Equity;SANOFI;1.04697E+11;22.02287483;13.13609505;;;;
SHP LN Equity;SHIRE PLC;52273565696;28.0971241;14.80548096;;;;
MYGN US Equity;MYRIAD GENETICS INC;1140499456;45.0801239;10.92957687;;;;
NOVOB DC Equity;NOVO NORDISK A/S-B;92130754560;24.95068741;12.55764961;;;;
EGRX US Equity;EAGLE PHARMACEUTICALS INC;1224670592;49.73231125;8.476726532;;;;
THC US Equity;TENET HEALTHCARE CORP;1478593408;64.32781219;0;;;;
NXTM US Equity;NXSTAGE MEDICAL INC;1697257472;45.48749924;9.002620697;;;;
OFIX US Equity;ORTHOFIX INTERNATIONAL NV;644949632;49.08237457;6.962648869;;;;
HQY US Equity;HEALTHEQUITY INC;2405588992;33.90812683;14.32030964;;;;
UTHR US Equity;UNITED THERAPEUTICS CORP;6083651584;38.87037659;11.24448776;;;;
LIVN US Equity;LIVANOVA PLC;2193396992;39.47837448;10.89688015;;;;
GSK LN Equity;GLAXOSMITHKLINE PLC;94679613440;19.17918777;12.22487354;;;;
PEN US Equity;PENUMBRA INC;2018878464;40.94918823;9.670024872;;;;
BAYN GR Equity;BAYER AG-REG;86459392000;24.32262421;9.962705612;;;;
ABAX US Equity;ABAXIS INC;1189171968;42.28900146;8.378876686;;;;
AKRX US Equity;AKORN INC;2734005248;50.81700134;3.737482071;;;;
SOBI SS Equity;SWEDISH ORPHAN BIOVITRUM AB;3194106368;28.1593132;15.28608036;;;;
KTWO US Equity;K2M GROUP HOLDINGS INC;845640896;41.00131226;8.765807152;;;;
QGEN US Equity;QIAGEN N.V.;6528821760;35.06850052;10.68898773;;;;
ANIK US Equity;ANIKA THERAPEUTICS INC;715953088;35.1473732;10.94264984;;;;
ITGR US Equity;INTEGER HOLDINGS CORP;908666368;49.81431198;3.292870045;;;;
INDV LN Equity;INDIVIOR PLC;2634929408;34.84712601;10.82089615;;;;
CYNO US Equity;CYNOSURE INC-A;1087944832;42.8026886;6.777207851;;;;
MDT US Equity;MEDTRONIC PLC;97802166272;23.06468773;7.542545795;;;;
AMRI US Equity;ALBANY MOLECULAR RESEARCH;804633152;49.82187653;3.039191008;;;;
BSX US Equity;BOSTON SCIENTIFIC CORP;29453074432;28.29781342;11.02137756;;;;
ZLTQ US Equity;ZELTIQ AESTHETICS INC;1739800832;41.04787445;6.818205833;;;;
BRKR US Equity;BRUKER CORP;3397346560;34.9538765;9.621730804;;;;
MRK GR Equity;MERCK KGAA;45466247168;22.2863121;11.89581108;;;;
KND US Equity;KINDRED HEALTHCARE INC;668509440;53.68962479;0;;;;
MYL US Equity;MYLAN NV;20414265344;36.28062439;6.512708187;;;;
GMED US Equity;GLOBUS MEDICAL INC - A;2376946688;37.48262405;7.567213058;;;;
MMSI US Equity;MERIT MEDICAL SYSTEMS INC;1181556480;38.15987396;7.277592182;;;;
ALOG US Equity;ANALOGIC CORP;1033212608;26.7954998;13.08641243;;;;
UNH US Equity;UNITEDHEALTH GROUP INC;1.52329E+11;23.7781868;0;;;;
BABY US Equity;NATUS MEDICAL INC;1145323776;34.95137405;8.458188057;;;;
WMGI US Equity;WRIGHT MEDICAL GROUP NV;2374037760;35.72031403;7.932906151;;;;
DPLO US Equity;DIPLOMAT PHARMACY INC;840810624;51.43412399;0;;;;
CRY US Equity;CRYOLIFE INC;629047232;35.3261261;8.207371712;;;;
SCLN US Equity;SCICLONE PHARMACEUTICALS INC;551378688;35.47949982;8.109707832;;;;
