Ticker;Name;Market Cap;12M IVOL 100% Mny;R&D/Net Sales:Q;;;;
OPK US Equity;OPKO HEALTH INC;3387145984;73.64160156;53.70379257;;;;
NPSP US Equity;SHIRE-NPS PHARMACEUTICALS IN;3099793664;74.47820282;47.95163345;;;;
AEGR US Equity;AEGERION PHARMACEUTICALS INC;2075273216;70.75569916;48.32823181;;;;
VVUS US Equity;VIVUS INC;923480192;65.61519623;30.6987114;;;;
MDVN US Equity;MEDIVATION INC;4815563776;46.11360168;47.87345886;;;;
REGN US Equity;REGENERON PHARMACEUTICALS;27363985408;44.81779861;37.52677917;;;;
SPPI US Equity;SPECTRUM PHARMACEUTICALS INC;565335488;53.65000153;31.96823692;;;;
CELG US Equity;CELGENE CORP;69626560512;36.73789978;34.90802765;;;;
PCYC US Equity;PHARMACYCLICS INC;7797280768;65.75689697;13.80740356;;;;
HZNP US Equity;HORIZON PHARMA PLC;501835584;71.40609741;8.215729713;;;;
CBST US Equity;CUBIST PHARMACEUTICALS LLC;5100546560;36.4233017;46.40084457;;;;
JNJ US Equity;JOHNSON & JOHNSON;2.58416E+11;15.96339989;11.61877728;;;;
GILD US Equity;GILEAD SCIENCES INC;1.15155E+11;36.75379944;19.62906075;;;;
QCOR US Equity;QUESTCOR PHARMACEUTICALS;3308841472;69.22660065;7.232616901;;;;
NOVN VX Equity;NOVARTIS AG-REG;2.16277E+11;14.82460022;16.61629295;;;;
PFE US Equity;PFIZER INC;1.98515E+11;18.96910095;12.86878109;;;;
BIIB US Equity;BIOGEN INC;66038521856;35.34640121;22.43251419;;;;
ALXN US Equity;ALEXION PHARMACEUTICALS INC;26055149568;39.34220123;22.02994537;;;;
BMY US Equity;BRISTOL-MYERS SQUIBB CO;87513751552;25.26749992;21.96801949;;;;
SAN FP Equity;SANOFI;1.40551E+11;21.37220001;13.888237;;;;
AMGN US Equity;AMGEN INC;86030721024;25.85009956;20.82982254;;;;
MRK US Equity;MERCK & CO. INC.;1.46243E+11;18.6923008;15.04713631;;;;
EVT GR Equity;EVOTEC AG;661851968;51.25320053;11.23994923;;;;
AUXL US Equity;AUXILIUM PHARMACEUTICALS INC;1027756096;47.75450134;10.92657661;;;;
ILMN US Equity;ILLUMINA INC;13978138624;36.35800171;19.88705254;;;;
ABBV US Equity;ABBVIE INC;84013416448;25.77899933;15.32846737;;;;
GSK LN Equity;GLAXOSMITHKLINE PLC;1.29305E+11;15.07050037;13.82488537;;;;
BAYN GR Equity;BAYER AG-REG;1.16057E+11;21.39719963;8.099139214;;;;
LLY US Equity;ELI LILLY & CO;57459134464;19.27969933;23.90603828;;;;
MDCO US Equity;MEDICINES COMPANY;2468627968;39.58209991;13.30430031;;;;
MYGN US Equity;MYRIAD GENETICS INC;1568328192;43.39960098;8.29913044;;;;
JAZZ US Equity;JAZZ PHARMACEUTICALS PLC;7313866752;44.49440002;5.519468784;;;;
FRX US Equity;FOREST LABORATORIES INC;16172587008;26.58499908;22.58034134;;;;
ATLN SW Equity;ACTELION LTD-REG;10172623872;27.6026001;21.61603546;;;;
BSX US Equity;BOSTON SCIENTIFIC CORP;16049361920;34.16899872;12.50720501;;;;
ENDP US Equity;ENDO INTERNATIONAL PLC;7750419456;40.98889923;5.326217175;;;;
1284849D US Equity;ALLERGAN INC;33008801792;24.30949974;16.52659225;;;;
NOBN SW Equity;NOBEL BIOCARE HOLDING AG-REG;1931310976;34.87850189;11.03212643;;;;
AFX GR Equity;CARL ZEISS MEDITEC AG - BR;2710404608;35.20660019;10.11643219;;;;
ALGN US Equity;ALIGN TECHNOLOGY INC;4589412864;37.75630188;6.635015965;;;;
EW US Equity;EDWARDS LIFESCIENCES CORP;7194573312;27.79140091;16.96932983;;;;
AZN LN Equity;ASTRAZENECA PLC;74160349184;16.71089935;13.72799969;;;;
AGN US Equity;ALLERGAN PLC;29238032384;29.35969925;7.888722897;;;;
MRK GR Equity;MERCK KGAA;38978306048;21.62929916;14.26207924;;;;
RMD US Equity;RESMED INC;6689193984;32.91469955;7.650518894;;;;
STJ US Equity;ST JUDE MEDICAL INC;18077827072;25.50810051;12.85500717;;;;
A US Equity;AGILENT TECHNOLOGIES INC;18976129024;27.75659943;10.06984901;;;;
ISRG US Equity;INTUITIVE SURGICAL INC;14619691008;29.86310005;8.657315254;;;;
THC US Equity;TENET HEALTHCARE CORP;4179428608;38.83150101;0;;;;
HOLX US Equity;HOLOGIC INC;6104427520;31.22060013;7.83404398;;;;
UNH US Equity;UNITEDHEALTH GROUP INC;75808890880;23.81089973;0;;;;
MDT US Equity;MEDTRONIC PLC;57295319040;19.34199905;8.869813919;;;;
ABT US Equity;ABBOTT LABORATORIES;59265298432;19.79850006;6.646821022;;;;
PHIA NA Equity;KONINKLIJKE PHILIPS NV;34399723520;23.76740074;7.778569221;;;;
MYL US Equity;MYLAN NV;16615987200;28.12529945;6.449775219;;;;
DHR US Equity;DANAHER CORP;53823827968;20.34740067;6.620120049;;;;
HSP US Equity;HOSPIRA INC;6847329280;28.24690056;6.933147907;;;;
ZTS US Equity;ZOETIS INC;16345223168;24.54649925;8.431550026;;;;
TMO US Equity;THERMO FISHER SCIENTIFIC INC;40238247936;23.71010017;3.00457406;;;;
BAX US Equity;BAXTER INTERNATIONAL INC;37744619520;19.36949921;7.684154987;;;;
SAZ GR Equity;STADA ARZNEIMITTEL AG;2989145088;30.41500092;2.654592037;;;;
PRGO US Equity;PERRIGO CO PLC;20482764800;25.77090073;3.194788933;;;;
COV US Equity;COVIDIEN LTD;30808614912;20.92160034;5.703125;;;;
GRF SM Equity;GRIFOLS SA;14854472704;24.39660072;4.774816036;;;;
SYK US Equity;STRYKER CORP;28434399232;19.69619942;6.322640896;;;;
HUM US Equity;HUMANA INC;16093370368;27.63940048;0;;;;
RHK GR Equity;RHOEN-KLINIKUM AG;4044617472;28.4279995;0;;;;
DRW3 GR Equity;DRAEGERWERK AG - PREF;1932809728;20.3173008;9.183527946;;;;
FRE GR Equity;FRESENIUS SE & CO KGAA;27477389312;18.89480019;1.68483603;;;;
VPHM US Equity;SHIRE VIROPHARMA INC;3288464896;10.6729002;16.00184059;;;;
FME GR Equity;FRESENIUS MEDICAL CARE AG &;22004056064;18.14769936;0.905887008;;;;
ROG VX Equity;ROCHE HOLDING AG-GENUSSCHEIN;2.4095E+11;18.07410049;;;;;
NOVOB DC Equity;NOVO NORDISK A/S-B;1.00878E+11;;13.62683392;;;;
ESRX US Equity;EXPRESS SCRIPTS HOLDING CO;56599814144;25.01259995;;;;;
VRX CN Equity;VALEANT PHARMACEUTICALS INTE;39035478016;;3.178829908;;;;
MCK US Equity;MCKESSON CORP;37075349504;25.82649994;;;;;
SHP LN Equity;SHIRE PLC;27622336512;;18.52660561;;;;
ANTM US Equity;ANTHEM INC;27293589504;25.82799911;;;;;
AET US Equity;AETNA INC;25206824960;26.62989998;;;;;
CI US Equity;CIGNA CORP;24180520960;26.17429924;;;;;
CAH US Equity;CARDINAL HEALTH INC;22814048256;23.44449997;;;;;
EI FP Equity;ESSILOR INTERNATIONAL;22803750912;21.69630051;;;;;
BDX US Equity;BECTON DICKINSON AND CO;21432526848;;6.330318928;;;;
HCA US Equity;HCA HEALTHCARE INC;21366351872;29.63829994;;;;;
VRTX US Equity;VERTEX PHARMACEUTICALS INC;17368135680;64.08570099;103.1231384;;;;
ABC US Equity;AMERISOURCEBERGEN CORP;16173555712;;;;;;
ZBH US Equity;ZIMMER BIOMET HOLDINGS INC;15933707264;;4.598342896;;;;
COLOB DC Equity;COLOPLAST-B;14573568000;;3.164983034;;;;
UCB BB Equity;UCB SA;13670665216;26.3621006;;;;;
DVA US Equity;DAVITA INC;13478798336;24.46780014;;;;;
1255459D US Equity;LIFE TECHNOLOGIES CORP;13100390400;;8.87379837;;;;
SN/ LN Equity;SMITH & NEPHEW PLC;12699356160;;5.744887829;;;;
BCR US Equity;CR BARD INC;10432626688;;13.11345577;;;;
BMRN US Equity;BIOMARIN PHARMACEUTICAL INC;10004661248;36.64640045;64.33946228;;;;
HSIC US Equity;HENRY SCHEIN INC;9809686528;;;;;;
CCT CN Equity;CATAMARAN CORP;9790880768;29.7954998;;;;;
PLL US Equity;PALL CORP;9455945728;;3.694470882;;;;
SOON VX Equity;SONOVA HOLDING AG-REG;9045030912;24.84259987;;;;;
WAT US Equity;WATERS CORP;8513035776;;5.160315037;;;;
CFN US Equity;CAREFUSION CORP;8415537152;;5.78313303;;;;
VAR US Equity;VARIAN MEDICAL SYSTEMS INC;8213329408;;7.377582073;;;;
INCY US Equity;INCYTE CORP;8157483008;53.49760056;84.23575592;;;;
GETIB SS Equity;GETINGE AB-B SHS;8150974464;;5.094017029;;;;
LH US Equity;LABORATORY CRP OF AMER HLDGS;7985738240;;;;;;
UHS US Equity;UNIVERSAL HEALTH SERVICES-B;7978941952;;;;;;
DGX US Equity;QUEST DIAGNOSTICS INC;7786159104;;;;;;
MTD US Equity;METTLER-TOLEDO INTERNATIONAL;7201598976;;4.909022808;;;;
XRAY US Equity;DENTSPLY SIRONA INC;6915780608;;;;;;
VIFN VX Equity;VIFOR PHARMA AG;6551801856;26.98119926;;;;;
1469138D US Equity;ENVISION HEALTHCARE HOLDINGS;6407200256;;0;;;;
OCR US Equity;OMNICARE INC;6215894528;24.25219917;;;;;
Q US Equity;QUINTILES IMS HOLDINGS INC;5974552064;;0;;;;
COO US Equity;COOPER COS INC/THE;5944390656;;3.840943098;;;;
EKTAB SS Equity;ELEKTA AB-B SHS;5853267968;;12.27998447;;;;
QGEN US Equity;QIAGEN N.V.;5706938880;;10.6609211;;;;
