Ticker;Name;Market Cap;12M IVOL 100% Mny;R&D/Net Sales:Q;;;;
CPHD US Equity;CEPHEID;1462432896;55.00159836;23.04219818;;;;
MRK US Equity;MERCK & CO. INC.;1.2648E+11;26.88689995;23.71544838;;;;
ATLN SW Equity;ACTELION LTD-REG;5590612992;41.93180084;23.78896141;;;;
ISRG US Equity;INTUITIVE SURGICAL INC;12341572608;56.96450043;9.125962257;;;;
CBST US Equity;CUBIST PHARMACEUTICALS LLC;1150371072;43.36769867;22.4196701;;;;
PFE US Equity;PFIZER INC;1.55241E+11;23.44149971;16.67222786;;;;
ILMN US Equity;ILLUMINA INC;3281640960;44.00429916;20.25740814;;;;
THOR US Equity;THORATEC LLC;982516480;44.00080109;19.10980225;;;;
AMGN US Equity;AMGEN INC;50510086144;31.20280075;21.48989105;;;;
BSX US Equity;BOSTON SCIENTIFIC CORP;17337837568;45.02939987;13.23242188;;;;
JNJ US Equity;JOHNSON & JOHNSON;1.90879E+11;17.56739998;12.2511692;;;;
GSK LN Equity;GLAXOSMITHKLINE PLC;1.39967E+11;23.31349945;14.04309654;;;;
NOVN VX Equity;NOVARTIS AG-REG;1.49655E+11;19.0359993;16.144804;;;;
FRX US Equity;FOREST LABORATORIES INC;11367184384;38.12409973;19.12709236;;;;
AFFX US Equity;AFFYMETRIX INC;1597400448;41.33959961;17.3594017;;;;
ABAX US Equity;ABAXIS INC;771922304;51.10850143;7.232454777;;;;
AZN LN Equity;ASTRAZENECA PLC;62640177152;27.10790062;18.6713295;;;;
ALR US Equity;ALERE INC;4288427264;42.54629898;12.20353794;;;;
LLY US Equity;ELI LILLY & CO;60560957440;25.5795002;18.41152954;;;;
GILD US Equity;GILEAD SCIENCES INC;42824818688;33.51200104;13.25619602;;;;
BMY US Equity;BRISTOL-MYERS SQUIBB CO;52470124544;25.04199982;16.37623787;;;;
ABT US Equity;ABBOTT LABORATORIES;86767050752;25.47270012;10.04778957;;;;
QGEN US Equity;QIAGEN N.V.;4056177152;38.7336998;10.13406372;;;;
1284849D US Equity;ALLERGAN INC;19754563584;27.65979958;16.54422951;;;;
MRK GR Equity;MERCK KGAA;28252168192;27.53590012;15.01255512;;;;
STJ US Equity;ST JUDE MEDICAL INC;13913291776;32.02209854;12.62645054;;;;
MYL US Equity;MYLAN NV;4251625984;40.0646019;7.03786087;;;;
BAYN GR Equity;BAYER AG-REG;69616934912;27.19379997;8.212497711;;;;
A US Equity;AGILENT TECHNOLOGIES INC;13593799680;30.89039993;12.03319454;;;;
MDT US Equity;MEDTRONIC PLC;56838213632;25.58539963;9.53905201;;;;
PRGO US Equity;PERRIGO CO PLC;3275076864;40.08039856;4.263990879;;;;
HOLX US Equity;HOLOGIC INC;8603447296;36.55939865;5.560217857;;;;
PHIA NA Equity;KONINKLIJKE PHILIPS NV;49281912832;28.95389938;6.315144062;;;;
ENDP US Equity;ENDO INTERNATIONAL PLC;3532449536;30.5095005;9.977362633;;;;
BAX US Equity;BAXTER INTERNATIONAL INC;36807909376;26.15010071;7.381817818;;;;
AMED US Equity;AMEDISYS INC;1272504960;40.37509918;0;;;;
PKI US Equity;PERKINELMER INC;3084301568;32.48460007;6.358051777;;;;
1255459D US Equity;LIFE TECHNOLOGIES CORP;4349720576;29.08160019;9.071338654;;;;
COO US Equity;COOPER COS INC/THE;1707666688;35.48929977;3.654895067;;;;
SYK US Equity;STRYKER CORP;30671372288;25.61809921;6.6611619;;;;
IDXX US Equity;IDEXX LABORATORIES INC;3589739008;28.95420074;7.533623219;;;;
VAR US Equity;VARIAN MEDICAL SYSTEMS INC;6526139392;29.68639946;6.277037144;;;;
SAZ GR Equity;STADA ARZNEIMITTEL AG;3592762624;33.74420166;2.588917017;;;;
UNH US Equity;UNITEDHEALTH GROUP INC;75203813376;24.67679977;0;;;;
EW US Equity;EDWARDS LIFESCIENCES CORP;2607872256;22.86709976;11.82096386;;;;
IART US Equity;INTEGRA LIFESCIENCES HOLDING;1105404800;30.95400047;4.848350048;;;;
ZBH US Equity;ZIMMER BIOMET HOLDINGS INC;15527085056;27.28079987;5.868024826;;;;
WAT US Equity;WATERS CORP;7940604928;28.03249931;6.238691807;;;;
DHR US Equity;DANAHER CORP;27766192128;26.26300049;4.802406788;;;;
NOBN SW Equity;NOBEL BIOCARE HOLDING AG-REG;7107441664;29.97629929;3.977669001;;;;
AGN US Equity;ALLERGAN PLC;2812491008;28.30459976;5.995736122;;;;
MOH US Equity;MOLINA HEALTHCARE INC;1097574528;35.47600174;0;;;;
BCR US Equity;CR BARD INC;9659826176;24.3885994;6.240821838;;;;
CI US Equity;CIGNA CORP;14999428096;30.30310059;0;;;;
ANTM US Equity;ANTHEM INC;50122711040;23.98789978;0;;;;
TMO US Equity;THERMO FISHER SCIENTIFIC INC;24229326848;25.11400032;2.448776007;;;;
FME GR Equity;FRESENIUS MEDICAL CARE AG &;15735230464;25.90810013;0.644604027;;;;
CRL US Equity;CHARLES RIVER LABORATORIES;4469287424;26.58589935;0;;;;
LH US Equity;LABORATORY CRP OF AMER HLDGS;8701056000;22.98990059;0;;;;
