Ticker;Name;Market Cap;12M IVOL 100% Mny;R&D/Net Sales:Q;;;;
ADRO US Equity;ADURO BIOTECH INC;1779124352;90.63200378;61.69957352;;;;
IRWD US Equity;IRONWOOD PHARMACEUTICALS INC;1654851456;58.7313118;65.27342224;;;;
RTRX US Equity;RETROPHIN INC;697312832;73.41612244;50.21960449;;;;
ENTA US Equity;ENANTA PHARMACEUTICALS INC;620613248;64.83131409;48.89706039;;;;
XON US Equity;INTREXON CORP;3509399040;70.65462494;40.47070313;;;;
CELG US Equity;CELGENE CORP;94089986048;33.89881134;55.88877869;;;;
FMI US Equity;FOUNDATION MEDICINE INC;725542464;62.3291893;47.93102264;;;;
ALKS US Equity;ALKERMES PLC;11911608320;43.6651268;60.63293839;;;;
ACHN US Equity;ACHILLION PHARMACEUTICALS;1473319680;69.84881592;35.43169785;;;;
HTWR US Equity;HEARTWARE INTERNATIONAL INC;872685440;58.81187439;46.6286087;;;;
DXCM US Equity;DEXCOM INC;6658055168;42.25568771;61.59695816;;;;
AFFX US Equity;AFFYMETRIX INC;806870272;87.93849945;15.02715778;;;;
SCMP US Equity;SUCAMPO PHARMACEUTICALS-CL A;783530432;75.72268677;25.01793861;;;;
MDCO US Equity;MEDICINES COMPANY;2593042688;58.03268814;41.44307709;;;;
TDOC US Equity;TELADOC INC;690628224;78.52481079;19.73163795;;;;
INSY US Equity;INSYS THERAPEUTICS INC;2062251904;80.52037811;13.50222969;;;;
GERN US Equity;GERON CORP;765794112;81.78399658;11.45264816;;;;
SUPN US Equity;SUPERNUS PHARMACEUTICALS INC;657529792;69.36037445;23.65884018;;;;
JNJ US Equity;JOHNSON & JOHNSON;2.8422E+11;16.3939991;12.59501839;;;;
CORT US Equity;CORCEPT THERAPEUTICS INC;541704192;65.38837433;27.23776436;;;;
XENT US Equity;INTERSECT ENT INC;630289344;58.95531082;33.7197876;;;;
AGN US Equity;ALLERGAN PLC;1.23164E+11;32.81918716;30.82736206;;;;
NVRO US Equity;NEVRO CORP;1886024448;55.17568588;34.06700516;;;;
NOVN VX Equity;NOVARTIS AG-REG;2.32015E+11;18.76962471;17.54104805;;;;
HZNP US Equity;HORIZON PHARMA PLC;3451581440;80.98487854;5.770623207;;;;
CFMS US Equity;CONFORMIS INC;703916416;59.54631424;27.96170998;;;;
REGN US Equity;REGENERON PHARMACEUTICALS;56493780992;35.85168839;37.44643784;;;;
SPNC US Equity;SPECTRANETICS CORP;642114176;58.80312347;25.82873726;;;;
AMAG US Equity;AMAG PHARMACEUTICALS INC;1047711424;63.69800186;20.60175514;;;;
ACOR US Equity;ACORDA THERAPEUTICS INC;1846186624;54.20881271;29.25525856;;;;
SGNT US Equity;SAGENT PHARMACEUTICALS INC;521646688;70.48762512;10.53604412;;;;
ADPTQ US Equity;ADEPTUS HEALTH INC-CLASS A;1132289664;79.41887665;0;;;;
PFE US Equity;PFIZER INC;1.99265E+11;20.17900085;14.24671078;;;;
EBS US Equity;EMERGENT BIOSOLUTIONS INC;1558119424;53.49762344;25.38377571;;;;
BMY US Equity;BRISTOL-MYERS SQUIBB CO;1.14761E+11;23.76481247;27.82010269;;;;
VRX CN Equity;VALEANT PHARMACEUTICALS INTE;34242271232;64.94768524;3.645759106;;;;
QDEL US Equity;QUIDEL CORP;710762880;58.29731369;17.98470497;;;;
MDVN US Equity;MEDIVATION INC;7913743872;56.36912537;17.59768295;;;;
ARAY US Equity;ACCURAY INC;539122240;58.03900146;15.94983864;;;;
CPHD US Equity;CEPHEID;2642681856;47.61199951;26.02222061;;;;
AMGN US Equity;AMGEN INC;1.23087E+11;26.86650085;19.55268288;;;;
ROG VX Equity;ROCHE HOLDING AG-GENUSSCHEIN;2.38111E+11;19.5340004;0;;;;
NOVOB DC Equity;NOVO NORDISK A/S-B;1.51292E+11;26.01137543;12.27605343;;;;
ABBV US Equity;ABBVIE INC;96842407936;26.58481216;23.85598946;;;;
PCRX US Equity;PACIRA PHARMACEUTICALS INC;2822602240;61.09431076;9.472296715;;;;
ALXN US Equity;ALEXION PHARMACEUTICALS INC;42980614144;36.97837448;24.8507061;;;;
RMTI US Equity;ROCKWELL MEDICAL INC;523037472;61.93412399;8.670755386;;;;
LLY US Equity;ELI LILLY & CO;93366525952;26.9751873;23.05381393;;;;
DEPO US Equity;DEPOMED INC;1096527616;65.57769012;4.414626122;;;;
AMPH US Equity;AMPHASTAR PHARMACEUTICALS IN;640627840;53.02231216;17.40621376;;;;
DYAX US Equity;DYAX CORP;5537082368;6.985499859;63.1808815;;;;
GILD US Equity;GILEAD SCIENCES INC;1.45833E+11;27.93312454;8.957202911;;;;
GEN US Equity;GENESIS HEALTHCARE INC;532827680;68.53800201;0;;;;
BIIB US Equity;BIOGEN INC;68286365696;34.79018784;18.71452141;;;;
MRK US Equity;MERCK & CO. INC.;1.47555E+11;20.67068672;14.89129353;;;;
ABMD US Equity;ABIOMED INC;3829449216;52.44768906;15.1508007;;;;
INVA US Equity;INNOVIVA INC;1237668096;63.58950043;4.033328056;;;;
ELGX US Equity;ENDOLOGIX INC;671116032;53.11800003;14.27898788;;;;
MDXG US Equity;MIMEDX GROUP INC;1020977728;62.46687317;4.461898804;;;;
AKRX US Equity;AKORN INC;4250531072;62.5418129;3.428025007;;;;
LGND US Equity;LIGAND PHARMACEUTICALS;2160350208;51.95781326;14.33817291;;;;
KTWO US Equity;K2M GROUP HOLDINGS INC;813857088;56.9833107;9.369376183;;;;
ZLTQ US Equity;ZELTIQ AESTHETICS INC;1113409664;56.71631241;8.927812576;;;;
AZN LN Equity;ASTRAZENECA PLC;86044606464;22.94268799;24.03700638;;;;
OPK US Equity;OPKO HEALTH INC;5477367808;50.92900085;13.23950863;;;;
MNK US Equity;MALLINCKRODT PLC;8653127680;56.50631332;6.108341217;;;;
CXR CN Equity;CONCORDIA INTERNATIONAL CORP;2081690112;61.39612579;2.46330905;;;;
RGEN US Equity;REPLIGEN CORP;931973120;56.04987335;7.519935131;;;;
SAN FP Equity;SANOFI;1.11479E+11;24.21381187;13.99793434;;;;
ANIP US Equity;ANI PHARMACEUTICALS INC;518940576;58.47662354;4.080712795;;;;
DPLO US Equity;DIPLOMAT PHARMACY INC;2202223616;61.97618866;0;;;;
ATRC US Equity;ATRICURE INC;722936512;41.74762344;20.69821548;;;;
ILMN US Equity;ILLUMINA INC;28100747264;37.37631226;18.03220558;;;;
HQY US Equity;HEALTHEQUITY INC;1444705024;46.56437683;14.46197128;;;;
LUN DC Equity;H LUNDBECK A/S;6758151680;29.9806881;29.87190056;;;;
QGEN US Equity;QIAGEN N.V.;6627898368;47.5926857;11.30718708;;;;
LCI US Equity;LANNETT CO INC;1465484928;53.4211235;6.133436203;;;;
GHDX US Equity;GENOMIC HEALTH INC;1145490944;40.70462418;18.3266716;;;;
BAYN GR Equity;BAYER AG-REG;1.04025E+11;26.2438755;9.44202137;;;;
PDLI US Equity;PDL BIOPHARMA INC;579056640;58.47937393;0;;;;
LDRH US Equity;LDR HOLDING CORP;729326400;50.42699814;6.881457806;;;;
KND US Equity;KINDRED HEALTHCARE INC;998019328;56.41437531;0;;;;
IPXL US Equity;IMPAX LABORATORIES INC;3015163392;47.75387573;8.426542282;;;;
JAZZ US Equity;JAZZ PHARMACEUTICALS PLC;8644124672;39.86149979;14.89826107;;;;
BXLT US Equity;BAXALTA INC;26481369088;32.76918793;17.93103409;;;;
GSK LN Equity;GLAXOSMITHKLINE PLC;98545057792;20.81500053;13.49763298;;;;
PODD US Equity;INSULET CORP;2152469248;43.34118652;11.49444962;;;;
ANIK US Equity;ANIKA THERAPEUTICS INC;558573312;45.98812485;8.705994606;;;;
INGN US Equity;INOGEN INC;787859648;51.2323761;2.736769915;;;;
MDT US Equity;MEDTRONIC PLC;1.08161E+11;21.54187584;7.721734047;;;;
LMNX US Equity;LUMINEX CORP;921090240;36.53412628;16.65484047;;;;
CIVI US Equity;CIVITAS SOLUTIONS INC;1067966080;52.43600082;0;;;;
LIVN US Equity;LIVANOVA PLC;2899533056;36.79337311;15.35606384;;;;
SHP LN Equity;SHIRE PLC;41042411520;28.97631264;14.57401752;;;;
ATLN SW Equity;ACTELION LTD-REG;15908464640;28.94737434;20.33704948;;;;
MEDAA SS Equity;MEDA AB-A SHS;4626497024;27.29999924;24.11115646;;;;
VASC US Equity;VASCULAR SOLUTIONS INC;596450688;37.88062668;13.34632206;;;;
EKTAB SS Equity;ELEKTA AB-B SHS;3262528256;35.52162552;14.99292755;;;;
AMRI US Equity;ALBANY MOLECULAR RESEARCH;704710272;48.41849899;1.819676995;;;;
EVT GR Equity;EVOTEC AG;600372928;35.4921875;15.02707577;;;;
UNH US Equity;UNITEDHEALTH GROUP INC;1.12124E+11;25.14712524;0;;;;
MMSI US Equity;MERIT MEDICAL SYSTEMS INC;821711296;42.42750168;7.726731777;;;;
EW US Equity;EDWARDS LIFESCIENCES CORP;17036748800;30.21887589;16.40942383;;;;
MYGN US Equity;MYRIAD GENETICS INC;3011378176;40.19418716;9.373296738;;;;
CBM US Equity;CAMBREX CORP;1484797440;45.42712402;3.94927907;;;;
THC US Equity;TENET HEALTHCARE CORP;3019976960;48.90181351;0;;;;
HNGR US Equity;HANGER INC;580536064;49.31318665;0;;;;
WMGI US Equity;WRIGHT MEDICAL GROUP NV;2482238464;42.15412521;6.63428688;;;;
ENDP US Equity;ENDO INTERNATIONAL PLC;13863228416;42.69487381;2.859894037;;;;
MYL US Equity;MYLAN NV;26588760064;36.30012512;6.485603809;;;;
SGRY US Equity;SURGERY PARTNERS INC;986736704;48.24068832;0;;;;
SEM US Equity;SELECT MEDICAL HOLDINGS CORP;1564749824;47.79399872;0;;;;
PRAH US Equity;PRA HEALTH SCIENCES INC;2726770688;47.09581375;0;;;;
MRK GR Equity;MERCK KGAA;42303836160;25.23287582;13.36965179;;;;
NXTM US Equity;NXSTAGE MEDICAL INC;1396347648;39.63168716;7.803885937;;;;
OFIX US Equity;ORTHOFIX INTERNATIONAL NV;740669632;40.8308754;6.448774815;;;;
BKD US Equity;BROOKDALE SENIOR LIVING INC;3411040256;46.1554985;0;;;;
AMED US Equity;AMEDISYS INC;1324738048;46.60362625;0;;;;
CYH US Equity;COMMUNITY HEALTH SYSTEMS INC;3135528704;45.8406868;0;;;;
CYNO US Equity;CYNOSURE INC-A;1015157376;39.34918594;7.031908035;;;;
MASI US Equity;MASIMO CORP;2087442304;36.08037567;9.493692398;;;;
BSX US Equity;BOSTON SCIENTIFIC CORP;24805396480;28.40862465;11.70550823;;;;
1469138D US Equity;ENVISION HEALTHCARE HOLDINGS;4849384960;43.86000061;0;;;;
INCR US Equity;INC RESEARCH HOLDINGS INC-A;2749139456;43.68462372;0;;;;
ABT US Equity;ABBOTT LABORATORIES;66993139712;22.00981331;7.33980608;;;;
DRW3 GR Equity;DRAEGERWERK AG - PREF;1232065792;34.12662506;9.945398331;;;;
BABY US Equity;NATUS MEDICAL INC;1586681728;35.68799973;8.140997887;;;;
NUVA US Equity;NUVASIVE INC;2656638976;38.74212646;4.587161064;;;;
BRKR US Equity;BRUKER CORP;4074404864;34.08781433;8.659428596;;;;
ABAX US Equity;ABAXIS INC;1264882560;34.81768799;8.376954079;;;;
ALOG US Equity;ANALOGIC CORP;1024982080;28.41212463;14.99721622;;;;
UTHR US Equity;UNITED THERAPEUTICS CORP;7146022400;38.92362595;2.466722012;;;;
ACET US Equity;ACETO CORP;795965120;40.97800064;1.071161032;;;;
ITGR US Equity;INTEGER HOLDINGS CORP;1604263296;32.06368637;9.751291275;;;;
HOLX US Equity;HOLOGIC INC;10945600512;31.76737595;7.655094147;;;;
AIRM US Equity;AIR METHODS CORP;1647961088;41.26531219;0;;;;
EXAM US Equity;EXAMWORKS GROUP INC;1116135936;40.99649811;0;;;;
DHR US Equity;DANAHER CORP;63649300480;21.0170002;6.129314899;;;;
ICUI US Equity;ICU MEDICAL INC;1801822592;35.70931244;4.914202213;;;;
FRE GR Equity;FRESENIUS SE & CO KGAA;39105757184;30.12737465;1.642650962;;;;
CTLT US Equity;CATALENT INC;3116782592;36.35681152;3.451536894;;;;
ISRG US Equity;INTUITIVE SURGICAL INC;20407384064;27.39412498;8.648465157;;;;
SBS GR Equity;STRATEC BIOMEDICAL AG;785428800;33.8808136;5.915886879;;;;
ALGN US Equity;ALIGN TECHNOLOGY INC;5234426368;30.29787445;8.562581062;;;;
ALR US Equity;ALERE INC;3371681280;32.96781158;5.981457233;;;;
STJ US Equity;ST JUDE MEDICAL INC;17459924992;23.77637482;12.02389812;;;;
TMO US Equity;THERMO FISHER SCIENTIFIC INC;56612007936;22.65681267;4.16181612;;;;
WCG US Equity;WELLCARE HEALTH PLANS INC;3449458176;38.38881302;0;;;;
GMED US Equity;GLOBUS MEDICAL INC - A;2649187328;31.76812553;6.868284225;;;;
PRSC US Equity;PROVIDENCE SERVICE CORP;721327040;38.72368622;0;;;;
A US Equity;AGILENT TECHNOLOGIES INC;13888065536;27.97699928;7.922705173;;;;
AET US Equity;AETNA INC;37701443584;30.25831223;0;;;;
ZTS US Equity;ZOETIS INC;23860348928;25.65699959;7.495881081;;;;
HCA US Equity;HCA HEALTHCARE INC;27570567168;31.78831291;0;;;;
