Ticker;Name;Market Cap;12M IVOL 100% Mny;R&D/Net Sales:Q;;;;
UTHR US Equity;UNITED THERAPEUTICS CORP;1262264832;52.20479965;29.50466537;;;;
CBST US Equity;CUBIST PHARMACEUTICALS LLC;992116480;45.60179901;28.80263329;;;;
CELG US Equity;CELGENE CORP;21426571264;42.41970062;27.26526451;;;;
AFFX US Equity;AFFYMETRIX INC;1564570240;43.89039993;25.55626488;;;;
LIVN US Equity;LIVANOVA PLC;519432416;45.91270065;21.70216179;;;;
MDCO US Equity;MEDICINES COMPANY;1610265728;39.61050034;26.63148689;;;;
NUVA US Equity;NUVASIVE INC;781108032;43.12250137;21.64801025;;;;
SLXP US Equity;SALIX PHARMACEUTICALS LTD;570695104;44.3266983;20.10037422;;;;
PFE US Equity;PFIZER INC;1.86751E+11;20.36689949;15.48859882;;;;
THOR US Equity;THORATEC LLC;916457664;45.39400101;16.94011116;;;;
BRKR US Equity;BRUKER CORP;767717248;49.99409866;11.38171005;;;;
BIIB US Equity;BIOGEN INC;16583267328;27.79339981;29.9979248;;;;
GSK LN Equity;GLAXOSMITHKLINE PLC;1.51544E+11;20.7397995;15.43778801;;;;
AMGN US Equity;AMGEN INC;79684870144;22.48520088;24.14175034;;;;
CYBX US Equity;CYBERONICS INC;519432416;45.91270065;11.37507534;;;;
JNJ US Equity;JOHNSON & JOHNSON;1.91415E+11;14.34490013;12.93745804;;;;
NOVN VX Equity;NOVARTIS AG-REG;1.57256E+11;16.0632;14.91986465;;;;
ALGN US Equity;ALIGN TECHNOLOGY INC;895095616;43.99330139;9.789126396;;;;
ATLN SW Equity;ACTELION LTD-REG;5015607808;31.03170013;22.50084305;;;;
SIRO US Equity;SIRONA DENTAL SYSTEMS INC;2103593344;45.78730011;7.354177952;;;;
MRK US Equity;MERCK & CO. INC.;94655717376;20.05349922;17.47375488;;;;
CPTS US Equity;BAYER ESSURE INC;625955776;41.41889954;9.352582932;;;;
AZN LN Equity;ASTRAZENECA PLC;82348335104;23.72529984;14.76365852;;;;
BSX US Equity;BOSTON SCIENTIFIC CORP;25322647552;31.86899948;13.4254694;;;;
ISRG US Equity;INTUITIVE SURGICAL INC;3543466752;39.30780029;8.326028824;;;;
