Ticker;Name;Market Cap;12M IVOL 100% Mny;R&D/Net Sales:Q;;;;
PFE US Equity;PFIZER INC;1.84648E+11;19.27050018;14.17429924;;;;
VPHM US Equity;SHIRE VIROPHARMA INC;1500070656;44.2336998;18.18271637;;;;
ALXN US Equity;ALEXION PHARMACEUTICALS INC;18212331520;40.19039917;18.45404816;;;;
BIIB US Equity;BIOGEN INC;34630688768;31.13879967;21.9563446;;;;
GILD US Equity;GILEAD SCIENCES INC;55649259520;29.92860031;19.19688416;;;;
MRK US Equity;MERCK & CO. INC.;1.24461E+11;20.79319954;16.69568253;;;;
NOVN VX Equity;NOVARTIS AG-REG;1.69876E+11;14.02779961;15.60652542;;;;
BMY US Equity;BRISTOL-MYERS SQUIBB CO;53795950592;20.73769951;25.45503235;;;;
JNJ US Equity;JOHNSON & JOHNSON;1.94265E+11;13.86940002;11.27727032;;;;
LLY US Equity;ELI LILLY & CO;57233518592;20.76250076;24.6174202;;;;
AMGN US Equity;AMGEN INC;66146025472;23.66360092;20.37508774;;;;
FRX US Equity;FOREST LABORATORIES INC;9395798016;24.82600021;27.17950249;;;;
SAN FP Equity;SANOFI;1.24862E+11;21.57670021;12.43506527;;;;
ATLN SW Equity;ACTELION LTD-REG;6029751808;28.19149971;23.2960434;;;;
ALGN US Equity;ALIGN TECHNOLOGY INC;2258422528;47.77420044;7.291056156;;;;
1284849D US Equity;ALLERGAN INC;28210178048;22.99790001;20.74404144;;;;
ELN ID Equity;PERRIGO CORP DAC;6144239616;37.4109993;12.06784058;;;;
GSK LN Equity;GLAXOSMITHKLINE PLC;1.06412E+11;17.14189911;14.30978966;;;;
EW US Equity;EDWARDS LIFESCIENCES CORP;10406609920;30.38400078;16.47689247;;;;
ILMN US Equity;ILLUMINA INC;6858911232;26.6473999;18.90903091;;;;
BSX US Equity;BOSTON SCIENTIFIC CORP;7867196416;33.24959946;12.68011475;;;;
AZN LN Equity;ASTRAZENECA PLC;58909073408;17.32250023;18.01855659;;;;
ISRG US Equity;INTUITIVE SURGICAL INC;19498680320;34.90029907;9.241353989;;;;
BAYN GR Equity;BAYER AG-REG;78514667520;25.23310089;7.666839123;;;;
STJ US Equity;ST JUDE MEDICAL INC;11137527808;29.88199997;12.82051277;;;;
A US Equity;AGILENT TECHNOLOGIES INC;14244439040;31.36160088;10.07357121;;;;
SBS GR Equity;STRATEC BIOMEDICAL AG;583572096;34.84799957;8.861018181;;;;
WCRX US Equity;WARNER CHILCOTT PLC-CLASS A;3015708160;39.49039841;4.125412941;;;;
MRK GR Equity;MERCK KGAA;28661786624;23.17060089;13.62383842;;;;
1255459D US Equity;LIFE TECHNOLOGIES CORP;8435955200;31.79100037;9.307789803;;;;
ABT US Equity;ABBOTT LABORATORIES;1.03534E+11;17.81690025;6.660345078;;;;
MDT US Equity;MEDTRONIC PLC;41485897728;23.51059914;9.450549126;;;;
