Ticker;Name;Market Cap;12M IVOL 100% Mny;R&D/Net Sales:Q;;;;
ILMN US Equity;ILLUMINA INC;3789876992;55.20320129;21.40093994;;;;
MNTA US Equity;MOMENTA PHARMACEUTICALS INC;891084480;50.45040131;18.54227066;;;;
PFE US Equity;PFIZER INC;1.66346E+11;24.67749977;12.72610855;;;;
BIIB US Equity;BIOGEN INC;26733047808;34.06829834;23.00879288;;;;
NOVN VX Equity;NOVARTIS AG-REG;1.57068E+11;18.56889915;16.46268463;;;;
ACOR US Equity;ACORDA THERAPEUTICS INC;945673216;51.73279953;9.768787384;;;;
MRK US Equity;MERCK & CO. INC.;1.14907E+11;22.84420013;16.25353432;;;;
JNJ US Equity;JOHNSON & JOHNSON;1.79089E+11;18.44750023;11.07778835;;;;
CBST US Equity;CUBIST PHARMACEUTICALS LLC;2439447040;33.01279831;22.89115334;;;;
ELN ID Equity;PERRIGO CORP DAC;8185400832;36.88550186;18.0213089;;;;
BSX US Equity;BOSTON SCIENTIFIC CORP;7911240704;44.43360138;12.21985054;;;;
MEDAA SS Equity;MEDA AB-A SHS;3144751360;34.77069855;19.64008713;;;;
A US Equity;AGILENT TECHNOLOGIES INC;12160013312;46.80350113;9.432869911;;;;
LLY US Equity;ELI LILLY & CO;48116592640;25.21260071;20.82011795;;;;
AMGN US Equity;AMGEN INC;56282910720;25.19809914;19.29513168;;;;
EW US Equity;EDWARDS LIFESCIENCES CORP;8065116672;37.91730118;14.95032692;;;;
GSK LN Equity;GLAXOSMITHKLINE PLC;1.15186E+11;20.20070076;13.85135078;;;;
SAN FP Equity;SANOFI;98582274048;23.6079998;13.31225491;;;;
JAZZ US Equity;JAZZ PHARMACEUTICALS PLC;1628536448;52.20920181;4.473824024;;;;
BMY US Equity;BRISTOL-MYERS SQUIBB CO;59715289088;21.47900009;18.2039299;;;;
WCRX US Equity;WARNER CHILCOTT PLC-CLASS A;3844756992;49.6896019;3.86459589;;;;
NOVOB DC Equity;NOVO NORDISK A/S-B;66741055488;25.46780014;13.68860435;;;;
GILD US Equity;GILEAD SCIENCES INC;30744127488;30.97270012;13.67165279;;;;
STJ US Equity;ST JUDE MEDICAL INC;10941323264;35.47529984;12.75317192;;;;
AZN LN Equity;ASTRAZENECA PLC;59627606016;21.76390076;15.77986145;;;;
ALR US Equity;ALERE INC;1986014848;44.65579987;5.936128139;;;;
NOBN SW Equity;NOBEL BIOCARE HOLDING AG-REG;1439998592;45.57619858;5.1509552;;;;
1284849D US Equity;ALLERGAN INC;26763509760;25.63439941;16.65913963;;;;
FRX US Equity;FOREST LABORATORIES INC;8084052992;27.50049973;16.95532608;;;;
BAYN GR Equity;BAYER AG-REG;52943183872;31.45100021;7.970012188;;;;
HSP US Equity;HOSPIRA INC;5002115072;40.55550003;7.095321178;;;;
1255459D US Equity;LIFE TECHNOLOGIES CORP;6933952512;34.49729919;11.18899155;;;;
MRK GR Equity;MERCK KGAA;21702125568;25.55260086;15.24052143;;;;
HOLX US Equity;HOLOGIC INC;4607168000;39.86930084;6.182916164;;;;
ISRG US Equity;INTUITIVE SURGICAL INC;18054705152;34.90660095;7.924781799;;;;
MDT US Equity;MEDTRONIC PLC;40366800896;28.94000053;9.17231369;;;;
GN DC Equity;GN STORE NORD A/S;1757527040;35.59529877;8.903606415;;;;
ABT US Equity;ABBOTT LABORATORIES;87594852352;18.81019974;10.28482723;;;;
